2022-01-04 15:52:19,374 [Worker-5: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2022-01-05 23:10:27,678 [Worker-3: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2022-01-05 23:24:40,279 [ModalContext] INFO  o.e.jgit.transport.TransportHttp - URI 'http://github.com/vishwarohit/myproject.git': following HTTP redirect #0  http://github.com/vishwarohit/myproject.git/ -> https://github.com/vishwarohit/myproject.git/
2022-01-05 23:26:48,585 [ModalContext] INFO  o.e.jgit.transport.TransportHttp - URI 'http://github.com/vishwarohit/myproject.git': following HTTP redirect #0  http://github.com/vishwarohit/myproject.git/ -> https://github.com/vishwarohit/myproject.git/
2022-01-05 23:27:35,872 [ModalContext] INFO  o.e.jgit.transport.TransportHttp - URI 'http://github.com/vishwarohit/myproject.git': following HTTP redirect #0  http://github.com/vishwarohit/myproject.git/ -> https://github.com/vishwarohit/myproject.git/
2022-01-05 23:28:11,924 [ModalContext] INFO  o.e.jgit.transport.TransportHttp - URI 'http://github.com/vishwarohit/myproject.git': following HTTP redirect #0  http://github.com/vishwarohit/myproject.git/ -> https://github.com/vishwarohit/myproject.git/
2022-01-05 23:33:13,492 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2022-01-05 23:47:56,473 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2022-01-06 10:31:12,472 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2022-01-06 10:58:23,534 [main] INFO  org.eclipse.jetty.server.Server - jetty-10.0.6; built: 2021-06-29T15:28:56.259Z; git: 37e7731b4b142a882d73974ff3bec78d621bd674; jvm 17.0.1+12
2022-01-06 10:58:23,655 [main] INFO  o.e.j.s.s.DefaultSessionIdManager - Session workerName=node0
2022-01-06 10:58:23,779 [main] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@1dd3457f{/wse,null,AVAILABLE}
2022-01-06 10:58:23,903 [main] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@10b2881a{HTTP/1.1, (http/1.1)}{0.0.0.0:54923}
2022-01-06 10:58:23,927 [main] INFO  org.eclipse.jetty.server.Server - Started Server@3b69c2cf{STARTING}[10.0.6,sto=0] @1793215ms
2022-01-06 11:07:51,958 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-clean-plugin/2.5/maven-clean-plugin-2.5.jar
2022-01-06 11:07:52,459 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-clean-plugin/2.5/maven-clean-plugin-2.5.jar
2022-01-06 11:07:53,015 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-resources-plugin/2.6/maven-resources-plugin-2.6.jar
2022-01-06 11:07:53,604 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-resources-plugin/2.6/maven-resources-plugin-2.6.jar
2022-01-06 11:07:53,930 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.1/maven-compiler-plugin-3.1.jar
2022-01-06 11:07:54,545 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.1/maven-compiler-plugin-3.1.jar
2022-01-06 11:07:54,924 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-surefire-plugin/2.12.4/maven-surefire-plugin-2.12.4.jar
2022-01-06 11:07:55,538 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-surefire-plugin/2.12.4/maven-surefire-plugin-2.12.4.jar
2022-01-06 11:07:55,846 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-war-plugin/2.2/maven-war-plugin-2.2.jar
2022-01-06 11:07:56,728 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-war-plugin/2.2/maven-war-plugin-2.2.jar
2022-01-06 11:07:56,922 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-install-plugin/2.4/maven-install-plugin-2.4.jar
2022-01-06 11:07:57,699 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-install-plugin/2.4/maven-install-plugin-2.4.jar
2022-01-06 11:07:58,028 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-deploy-plugin/2.7/maven-deploy-plugin-2.7.jar
2022-01-06 11:07:58,759 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-deploy-plugin/2.7/maven-deploy-plugin-2.7.jar
2022-01-06 11:07:59,209 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.1/maven-compiler-plugin-3.1.pom
2022-01-06 11:07:59,487 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-compiler-plugin/3.1/maven-compiler-plugin-3.1.pom
2022-01-06 11:07:59,691 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-plugins/24/maven-plugins-24.pom
2022-01-06 11:07:59,984 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-plugins/24/maven-plugins-24.pom
2022-01-06 11:08:00,621 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.9/maven-plugin-api-2.0.9.pom
2022-01-06 11:08:00,902 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.9/maven-plugin-api-2.0.9.pom
2022-01-06 11:08:01,097 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven/2.0.9/maven-2.0.9.pom
2022-01-06 11:08:01,381 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven/2.0.9/maven-2.0.9.pom
2022-01-06 11:08:01,574 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/8/maven-parent-8.pom
2022-01-06 11:08:01,952 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/8/maven-parent-8.pom
2022-01-06 11:08:02,269 [Worker-30: Creating project "RESTDEMO"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/2.0.9/maven-artifact-2.0.9.pom
